3,4,7,8,15,16,18,20,21,23,24,25,26,27,28,29,31,39
54.175,501.91,273.23,536.3,325.86,338.19,145.28,658.05,284.68,272.49,306.0,241.01,142.0,286.82,199.42,296.79,10.948,1129.8
54.181,501.96,273.27,536.36,325.89,338.23,145.29,658.13,284.71,272.52,306.03,241.04,142.02,286.85,199.45,296.82,10.949,1129.9
54.175,501.9,273.23,536.29,325.85,338.18,145.27,658.04,284.68,272.49,305.99,241.01,142.0,286.82,199.42,296.78,10.947,1129.7
54.167,501.83,273.19,536.21,325.8,338.13,145.25,657.95,284.64,272.45,305.95,240.97,141.98,286.78,199.39,296.74,10.946,1129.6
54.191,502.06,273.32,536.46,325.95,338.29,145.32,658.25,284.77,272.58,306.09,241.08,142.04,286.91,199.48,296.88,10.951,1130.1
54.196,502.1,273.34,536.5,325.98,338.32,145.33,658.31,284.79,272.6,306.11,241.1,142.05,286.93,199.5,296.9,10.952,1130.2
54.191,502.05,273.31,536.45,325.95,338.29,145.32,658.24,284.76,272.57,306.09,241.08,142.04,286.9,199.48,296.87,10.951,1130.1
54.182,501.97,273.27,536.36,325.89,338.23,145.29,658.13,284.71,272.53,306.03,241.04,142.02,286.85,199.45,296.82,10.949,1129.9
54.157,501.74,273.14,536.12,325.75,338.08,145.23,657.83,284.59,272.4,305.89,240.93,141.95,286.72,199.36,296.69,10.944,1129.4
54.139,501.57,273.05,535.94,325.64,337.96,145.18,657.61,284.49,272.31,305.79,240.85,141.9,286.63,199.29,296.59,10.94,1129.0
54.132,501.5,273.02,535.87,325.59,337.92,145.16,657.53,284.45,272.28,305.75,240.82,141.89,286.59,199.26,296.55,10.939,1128.9
54.136,501.54,273.03,535.9,325.62,337.94,145.17,657.57,284.47,272.29,305.77,240.84,141.9,286.61,199.28,296.57,10.94,1128.9
54.118,501.37,272.94,535.73,325.51,337.83,145.12,657.35,284.38,272.2,305.67,240.76,141.85,286.52,199.21,296.47,10.936,1128.6
54.093,501.14,272.82,535.48,325.36,337.67,145.05,657.05,284.25,272.08,305.53,240.64,141.78,286.38,199.12,296.34,10.931,1128.0
54.079,501.01,272.75,535.34,325.27,337.59,145.02,656.88,284.17,272.01,305.45,240.58,141.75,286.31,199.07,296.26,10.928,1127.8
54.086,501.08,272.78,535.41,325.32,337.63,145.04,656.97,284.21,272.04,305.49,240.61,141.76,286.35,199.09,296.3,10.93,1127.9
54.074,500.97,272.72,535.29,325.24,337.55,145.0,656.82,284.15,271.98,305.42,240.56,141.73,286.28,199.05,296.23,10.927,1127.6
54.054,500.79,272.62,535.1,325.13,337.43,144.95,656.59,284.05,271.89,305.31,240.47,141.68,286.18,198.98,296.13,10.923,1127.2
54.048,500.72,272.59,535.03,325.09,337.39,144.93,656.5,284.01,271.85,305.27,240.44,141.66,286.14,198.95,296.09,10.922,1127.1
54.052,500.76,272.61,535.07,325.11,337.42,144.94,656.55,284.03,271.87,305.3,240.46,141.68,286.17,198.97,296.11,10.923,1127.2
54.053,500.77,272.62,535.08,325.12,337.42,144.95,656.57,284.04,271.88,305.3,240.47,141.68,286.17,198.97,296.12,10.923,1127.2
54.049,500.74,272.6,535.05,325.1,337.4,144.94,656.52,284.02,271.86,305.28,240.45,141.67,286.15,198.96,296.1,10.922,1127.1
54.042,500.67,272.56,534.97,325.05,337.35,144.92,656.43,283.98,271.82,305.24,240.42,141.65,286.11,198.93,296.06,10.921,1127.0
54.037,500.62,272.54,534.92,325.02,337.32,144.9,656.37,283.95,271.8,305.21,240.4,141.64,286.09,198.91,296.03,10.92,1126.9
54.048,500.73,272.59,535.03,325.09,337.39,144.93,656.51,284.01,271.85,305.28,240.45,141.67,286.15,198.95,296.09,10.922,1127.1
54.055,500.79,272.63,535.11,325.13,337.44,144.95,656.59,284.05,271.89,305.32,240.48,141.68,286.18,198.98,296.13,10.923,1127.3
54.048,500.73,272.59,535.04,325.09,337.4,144.94,656.51,284.01,271.86,305.28,240.45,141.67,286.15,198.96,296.09,10.922,1127.1
54.049,500.73,272.6,535.04,325.09,337.4,144.94,656.52,284.02,271.86,305.28,240.45,141.67,286.15,198.96,296.09,10.922,1127.1
54.043,500.68,272.57,534.99,325.06,337.36,144.92,656.45,283.99,271.83,305.25,240.42,141.65,286.12,198.94,296.06,10.921,1127.0
54.034,500.6,272.52,534.9,325.01,337.31,144.9,656.34,283.94,271.79,305.2,240.39,141.63,286.07,198.91,296.02,10.919,1126.8
54.039,500.65,272.55,534.95,325.04,337.34,144.91,656.4,283.97,271.81,305.23,240.41,141.64,286.1,198.92,296.04,10.92,1126.9
54.056,500.8,272.63,535.11,325.14,337.44,144.95,656.6,284.05,271.89,305.32,240.48,141.69,286.19,198.98,296.13,10.923,1127.3
54.056,500.8,272.63,535.12,325.14,337.45,144.96,656.61,284.05,271.89,305.32,240.48,141.69,286.19,198.99,296.14,10.924,1127.3
54.03,500.56,272.5,534.86,324.98,337.28,144.89,656.29,283.92,271.76,305.17,240.36,141.62,286.05,198.89,295.99,10.918,1126.7
53.993,500.22,272.31,534.49,324.76,337.05,144.79,655.84,283.72,271.58,304.97,240.2,141.52,285.85,198.75,295.79,10.911,1126.0
53.978,500.08,272.24,534.34,324.67,336.96,144.75,655.65,283.64,271.5,304.88,240.13,141.48,285.77,198.7,295.71,10.908,1125.6
53.973,500.03,272.21,534.29,324.64,336.93,144.73,655.6,283.62,271.48,304.85,240.11,141.47,285.75,198.68,295.68,10.907,1125.6
53.982,500.11,272.26,534.38,324.69,336.98,144.76,655.7,283.66,271.52,304.9,240.15,141.49,285.8,198.71,295.73,10.908,1125.7
53.978,500.08,272.24,534.35,324.67,336.96,144.75,655.66,283.65,271.5,304.88,240.14,141.48,285.78,198.7,295.71,10.908,1125.7
53.963,499.94,272.17,534.2,324.58,336.87,144.71,655.48,283.57,271.43,304.8,240.07,141.44,285.7,198.64,295.63,10.905,1125.3
53.967,499.97,272.18,534.23,324.6,336.89,144.72,655.52,283.58,271.44,304.82,240.08,141.45,285.72,198.66,295.64,10.905,1125.4
53.96,499.91,272.15,534.17,324.56,336.85,144.7,655.44,283.55,271.41,304.78,240.05,141.44,285.68,198.63,295.61,10.904,1125.3
53.94,499.73,272.05,533.97,324.44,336.72,144.65,655.2,283.45,271.31,304.67,239.97,141.38,285.58,198.56,295.5,10.9,1124.9
53.924,499.58,271.97,533.81,324.34,336.62,144.6,655.0,283.36,271.23,304.58,239.89,141.34,285.49,198.5,295.41,10.897,1124.5
53.916,499.5,271.93,533.73,324.29,336.57,144.58,654.9,283.32,271.19,304.53,239.86,141.32,285.45,198.47,295.37,10.895,1124.4
53.915,499.49,271.92,533.72,324.29,336.56,144.58,654.89,283.31,271.18,304.52,239.85,141.32,285.44,198.46,295.36,10.895,1124.3
53.904,499.39,271.86,533.61,324.22,336.49,144.55,654.75,283.25,271.13,304.46,239.8,141.29,285.38,198.42,295.3,10.893,1124.1
53.891,499.28,271.8,533.49,324.15,336.42,144.51,654.61,283.19,271.07,304.39,239.75,141.26,285.32,198.38,295.23,10.89,1123.8
53.901,499.37,271.85,533.58,324.21,336.48,144.54,654.73,283.24,271.12,304.45,239.79,141.28,285.37,198.42,295.29,10.892,1124.1
53.923,499.57,271.96,533.8,324.34,336.61,144.6,654.99,283.35,271.23,304.57,239.89,141.34,285.49,198.5,295.41,10.897,1124.5
